Company,Revenue USD Mil,Earnings Per Share USD,Dividends USD,Shares Mil,Operating Cash Flow USD Mil,Working Capital USD Mil,Return on Equity perc,Return on Assets perc,Interest Coverage,Cap Ex as a perc of Sales,Total Stockholders' Equity,Days Sales Outstanding,Payables Period,Inventory Turnover,Fixed Assets Turnover,Current Ratio,Debt/Equity,R&D,Price
STRO,38.0,-6.13,,6.0,13.0,174.0,-313.4,-26.76,-20.76,4.05,58.95,19.54,,,3.08,5.76,0.07,141.24,10.58
STRS,87.0,-0.49,,8.0,-32.0,3.0,-3.17,-0.88,,70.7,26.17,,106.84,,,1.09,2.38,,27.58
STRT,439.0,3.32,0.56,4.0,7.0,82.0,7.84,4.23,16.57,5.5,56.68,57.66,37.05,9.37,3.85,2.2,0.31,,30.549999
STSA,,-1.08,,7.0,-7.0,3.0,,-175.64,-80.62,,-190.13,,,,,2.75,,,15.399999999999999
STX,11184.0,4.05,2.52,292.0,2113.0,1120.0,78.05,12.66,7.01,3.27,17.69,38.89,78.27,7.69,6.1,1.35,2.59,9.17,47.119999
STXB,58.0,1.03,,10.0,14.0,,6.7,0.8,,11.51,13.55,,,,1.2,,0.33,,22.02
SUMR,174.0,-2.04,,2.0,6.0,31.0,-37.11,-4.42,,2.0,9.84,71.33,81.26,3.38,17.97,1.82,4.82,,4.5
SUNS,16.0,0.86,1.41,16.0,-126.0,,5.2,2.82,,,56.91,,,,,,0.65,,16.92
SUNW,71.0,-1.61,,4.0,-6.0,4.0,-44.75,-15.65,-9.55,0.01,31.05,50.23,62.57,15.28,68.07,1.21,0.39,,2.66
SUPN,409.0,2.05,,54.0,129.0,332.0,30.81,15.83,8.74,0.21,46.33,75.21,119.31,0.73,88.71,3.06,0.73,21.82,33.09
SURF,59.0,-0.33,,20.0,-13.0,137.0,-15.72,-5.17,,3.4,59.09,,,,7.64,6.06,,88.35,2.82
SVBI,38.0,0.67,0.12,13.0,6.0,,8.97,0.96,,2.43,10.11,,,,1.65,,0.95,,8.69
SVC,2295.0,1.13,2.11,164.0,597.0,-107.0,6.94,2.59,2.01,,36.19,13.5,51.92,,,0.61,1.61,,25.0
SVMK,254.0,-1.43,,108.0,45.0,35.0,-119.29,-24.61,-4.56,8.66,32.29,9.16,14.47,,2.04,1.25,1.4,41.75,17.07
SVRA,,-1.85,,33.0,-39.0,106.0,-54.07,-39.44,,,71.06,,,,,15.63,0.23,,4.48
SVVC,28.0,2.68,,7.0,2.0,,10.87,10.22,,,90.31,,,,,,,,9.31
SWAV,12.0,-1.53,,27.0,-41.0,39.0,,-72.83,-101.4,16.15,57.15,51.92,66.33,1.89,6.15,5.2,0.44,185.09,42.229999500000005
SWIR,794.0,-0.68,,36.0,47.0,133.0,-5.4,-3.58,-150.88,2.66,64.94,66.17,65.14,10.19,19.16,1.7,,11.81,12.05
SWKH,26.0,0.47,,13.0,20.0,186.0,2.94,2.91,39.98,,98.79,2264.13,,,,72.93,,,10.2
SWKS,3868.0,5.01,1.34,183.0,1260.0,1873.0,22.5,19.54,,11.14,84.84,52.4,46.48,3.9,3.82,5.8,,10.46,79.25
SWTX,,-0.8,,22.0,-15.0,43.0,,-60.41,,,-40.03,,,,,12.79,,,22.2449995
SXTC,7.0,0.05,,24.0,2.0,2.0,46.22,18.15,,14.97,42.91,138.95,185.23,3.35,7.11,1.4,,,6.82
SY,,,,86.0,,,,-1.99,,0.09,-29.37,9.27,361.06,,264.87,3.92,,12.56,0.395
SYBT,159.0,2.42,0.96,23.0,66.0,,15.86,1.7,,4.45,11.1,,,,3.67,,0.13,,36.150002
SYBX,3.0,-2.03,,24.0,-42.0,116.0,-46.32,-40.36,,224.37,88.43,,,,0.2,14.91,,,7.01
SYKE,1626.0,1.16,,42.0,109.0,331.0,6.03,3.92,13.0,3.39,70.53,75.51,10.05,,10.98,2.78,0.12,,28.290001
SYNA,1630.0,-3.63,,34.0,145.0,455.0,-16.89,-8.97,-2.68,2.56,48.63,60.93,46.44,8.76,14.08,2.61,0.61,22.28,39.75
SYNC,144.0,-0.19,,39.0,2.0,9.0,-14.32,-7.55,-19.53,4.35,55.95,72.63,113.47,,7.34,1.26,0.03,17.04,1.52
SYNH,4390.0,0.23,,105.0,303.0,-11.0,0.83,0.33,1.44,1.24,39.37,57.02,8.35,,24.13,0.99,0.97,,51.09
SYNL,281.0,1.48,0.25,9.0,-21.0,130.0,13.63,6.75,8.45,6.31,44.87,45.34,39.21,2.46,7.39,4.5,0.75,,15.8
SYPR,88.0,-0.17,,21.0,2.0,16.0,-22.07,-5.9,,2.33,24.09,39.83,54.23,4.44,5.82,1.57,0.62,,0.99
SYRS,2.0,-1.91,,33.0,-40.0,82.0,-86.55,-67.24,,67.51,73.61,,,,0.53,5.21,,,6.91
TA,6231.0,-15.09,,8.0,82.0,355.0,-23.76,-7.88,0.85,2.32,31.16,6.53,10.54,23.56,7.65,2.23,0.76,,17.75
TACO,505.0,0.49,,39.0,62.0,-23.0,4.52,2.53,3.82,9.5,55.64,2.53,17.85,139.99,3.18,0.59,0.45,,10.23
TACT,55.0,0.7,0.36,8.0,5.0,20.0,20.25,15.75,240.48,2.7,78.86,63.43,48.0,2.57,24.58,4.08,,8.38,10.97
TAIT,8.0,0.24,0.1,6.0,2.0,9.0,11.31,10.0,,0.06,90.76,41.71,72.14,0.96,2.17,7.84,,,2.77
TANH,43.0,0.15,,26.0,2.0,62.0,4.16,3.24,9.18,0.19,77.73,385.02,51.44,16.36,4.5,3.33,,1.46,2.58
TAOP,18.0,0.02,,40.0,5.0,-1.0,18.89,2.39,0.71,20.8,18.89,132.04,237.43,9.36,1.77,0.94,,22.16,1.48
TARA,,-3.59,,6.0,-23.0,20.0,,-108.15,,,86.91,,,,,7.55,,,16.4
TAST,1179.0,0.22,,45.0,81.0,-47.0,4.43,1.33,1.42,6.6,30.91,3.27,15.03,71.74,4.18,0.42,1.5,,8.63
TATT,93.0,-0.5,,9.0,2.0,63.0,-5.1,-4.1,-2.65,4.58,81.61,88.18,37.92,2.2,4.36,5.28,,0.59,5.71
TAYD,24.0,0.13,,3.0,,22.0,1.33,1.16,,3.85,85.07,66.0,27.61,1.62,2.44,4.79,,,11.73
TBBK,278.0,1.55,,57.0,-174.0,,24.26,1.94,,0.85,9.17,,,,14.29,,0.14,,9.13
TBIO,1.0,-3.64,,27.0,-22.0,135.0,-616.99,-40.33,,463.38,43.56,,,,0.17,10.47,,,9.7
TBK,249.0,2.03,,25.0,74.0,,10.04,1.27,,7.54,13.96,,,,3.4,,0.66,,31.01
TBLT,15.0,-7.22,,4.0,-8.0,-19.0,,-574.08,-7.33,,-214.21,51.87,66.44,49.29,53.73,0.31,,11.88,0.488
TBNK,63.0,2.03,0.84,9.0,22.0,,8.14,0.94,,0.58,11.36,,,,11.94,,0.6,,28.58
TBPH,60.0,-3.99,,54.0,-113.0,434.0,-677.87,-43.03,-20.57,11.99,-9.21,60.57,3816.42,0.09,5.17,5.41,,333.52,22.030001000000002
TC,,,,79.0,,,,-137.62,,0.1,-56.69,8.67,7.51,,218.5,0.64,,5.67,7.075
TCBI,978.0,5.79,,50.0,-680.0,,13.22,1.09,,0.78,8.85,,,,39.93,,1.83,,57.299999
TCBIP,978.0,,,,-680.0,,13.22,1.09,,0.78,8.85,,,,39.93,,1.83,,25.950001
TCBK,259.0,2.54,0.7,27.0,91.0,,10.25,1.23,,2.87,13.02,,,,3.53,,0.09,,37.75
TCCO,4.0,-0.8,,2.0,,1.0,-58.79,-36.82,,1.18,37.37,63.87,19.99,1.99,71.58,1.58,,14.13,3.48
TCDA,,-4.64,,22.0,-95.0,230.0,-81.03,-64.56,,,78.49,,,,,16.51,0.2,,34.889998999999996
TCF,1445.0,3.43,1.18,84.0,557.0,,12.14,1.24,,88.98,10.72,,,,3.4,,0.61,,41.110001000000004
TCFC,55.0,2.02,0.53,6.0,19.0,,8.49,0.73,,3.23,9.15,,,,2.48,,0.36,,31.43
TCMD,144.0,0.34,,19.0,9.0,69.0,8.17,6.77,,6.64,83.37,53.26,41.18,3.73,33.48,5.29,,3.68,52.720001
TCOM,,,,574.0,,,2.74,1.4,3.73,1.85,52.84,62.59,574.94,,4.7,1.4,0.34,30.84,41.150002
TCON,3.0,-12.97,,3.0,-31.0,27.0,-181.94,-91.07,,,52.75,,,,50.85,3.01,0.25,,6.3
TCPC,55.0,0.77,1.44,59.0,-46.0,,5.35,2.77,,,50.04,,,,,,0.97,,14.18
TCRD,-3.0,-0.32,1.08,33.0,100.0,,-3.32,-1.85,,,57.03,,,,,,0.73,,6.67
TCRR,,-2.65,,23.0,-19.0,120.0,,-81.27,,,-66.21,,,,,22.96,,,15.13
TCX,346.0,1.59,,11.0,37.0,-33.0,24.48,4.97,,8.23,23.49,12.24,11.33,74.19,9.52,0.8,0.58,2.53,60.060001
TDAC,,-0.08,,6.0,-1.0,,-0.47,-0.45,1.72,,97.13,,,,,1.38,,,10.34
TDACU,,,,,-1.0,,-0.47,-0.45,1.72,,97.13,,,,,1.38,,,10.5
TEAM,874.0,-0.49,,231.0,311.0,1359.0,-13.36,-6.44,-8.67,3.46,36.82,15.23,31.26,,18.83,3.95,0.92,47.57,96.139999
TECD,37239.0,8.89,,38.0,380.0,2086.0,11.63,2.66,4.5,0.16,22.61,58.93,75.35,11.0,134.43,1.24,0.44,,104.239998
TECH,643.0,3.31,1.28,38.0,170.0,319.0,12.43,8.0,13.36,3.26,67.73,67.3,30.56,2.89,4.59,5.01,0.31,8.6,192.169998
TEDU,,,,59.0,,,16.47,12.94,,24.18,76.65,28.22,3.62,,5.59,3.02,,4.15,15.29
TELA,8.0,-4.61,,6.0,-20.0,14.0,,-99.8,-10.7,18.88,-506.34,45.33,168.67,1.73,8.62,2.43,,52.44,13.375
TELL,10.0,-0.59,,212.0,-104.0,88.0,-48.2,-36.69,,115.24,72.93,61.35,275.5,,0.08,2.66,0.19,428.1,7.85
TENB,267.0,-1.38,,54.0,-3.0,142.0,,-23.67,,2.14,26.44,81.33,2.15,,16.27,1.56,0.05,28.69,27.15
TENX,,-9.04,,2.0,-5.0,12.0,-136.97,-121.79,,,88.26,,,,,8.51,,,1.3
TER,2101.0,2.35,0.36,193.0,477.0,1256.0,25.99,15.54,15.96,5.44,56.25,49.0,38.78,6.74,7.66,3.64,0.25,14.35,49.0
TERP,767.0,0.07,0.76,182.0,253.0,-187.0,0.69,0.16,,4.01,23.87,55.91,219.44,,0.14,0.73,2.56,,14.3
TESS,580.0,0.61,0.8,8.0,-9.0,75.0,4.81,2.78,,0.61,54.18,48.01,47.85,6.75,36.55,1.83,,,16.450001
TEUM,14.0,-0.76,,16.0,-3.0,9.0,-637.86,-64.96,-1.52,5.33,60.89,36.01,212.82,,2.02,2.21,0.04,10.92,2.4
TFFP,,-0.01,,18.0,,,,,,,,,,,,,,,5.26
TFSL,302.0,0.3,0.76,277.0,147.0,,4.88,0.61,,2.77,12.44,,,,4.87,,2.11,,16.639999
TGA,299.0,0.22,0.04,73.0,69.0,51.0,7.29,4.85,9.91,13.41,69.21,18.37,,20.88,1.25,2.82,0.24,,1.5
TGEN,36.0,-0.23,,25.0,-4.0,13.0,-18.71,-11.35,-47.06,2.94,55.96,120.6,100.28,3.9,3.05,2.0,,3.62,3.57
TGLS,371.0,0.21,0.42,39.0,-5.0,171.0,6.72,1.77,1.68,3.54,27.07,99.99,87.84,3.07,2.33,2.39,1.67,,8.01
TGTX,,-2.3,,75.0,-129.0,40.0,-381.16,-191.7,,59.21,28.75,,,,0.06,2.03,,,6.83
TH,,0.12,,41.0,-1.0,,159.95,2.42,,,1.51,,,,,0.54,,,9.1
THCB,,,,,,,,,,,,,,,,,,,9.865
THCBU,,,,,,,,,,,,,,,,,,,10.524999999999999
THFF,155.0,3.8,1.02,12.0,57.0,,10.88,1.55,,1.3,14.71,,,,3.26,,,,42.0
THMO,10.0,-21.57,,2.0,-7.0,2.0,-188.49,-120.86,-15.93,12.8,51.72,60.04,109.86,1.61,3.48,1.36,0.14,31.14,3.0949999999999998
THRM,1038.0,1.16,,36.0,118.0,268.0,8.11,4.97,12.76,4.0,59.73,61.85,44.83,6.36,5.59,2.53,0.28,7.7,41.09
THTX,44.0,-0.06,,76.0,,47.0,-13.21,-5.31,-2.95,0.09,31.51,75.34,295.67,1.41,588.57,2.74,1.41,17.63,4.93
TIGO,4075.0,-0.1,2.64,101.0,792.0,-1152.0,-0.35,-0.1,1.4,19.14,25.25,32.69,90.77,27.29,1.38,0.57,1.62,,53.4799995
TIGR,17.0,-0.07,,108.0,-9.0,20.0,,-20.86,,3.45,-40.67,,154.75,,20.2,3.5,,,
TILE,1180.0,0.84,0.26,60.0,92.0,335.0,14.68,4.82,4.56,4.65,27.61,49.79,28.27,3.46,4.67,2.5,1.66,,15.33
TIPT,626.0,0.69,0.14,35.0,58.0,,6.97,1.24,0.27,0.6,20.89,,,,120.05,,0.51,,6.33
TITN,1203.0,-0.32,,22.0,96.0,271.0,-2.15,-0.9,0.15,2.17,42.33,16.21,6.0,2.08,7.82,1.83,0.3,,18.059998999999998
TIVO,696.0,-2.84,0.72,123.0,159.0,-12.0,-20.88,-11.79,-5.9,3.67,54.09,87.5,12.28,19.83,12.79,0.98,0.41,25.48,8.14
TLC,,,,31.0,,,-108.85,-67.27,-90.11,112.11,47.2,52.61,,,0.4,3.45,0.55,,5.38
TLF,82.0,0.48,,9.0,3.0,51.0,7.86,6.12,35.85,2.05,79.48,2.27,18.34,0.86,5.29,8.28,0.11,,7.3
TLGT,67.0,-0.28,,53.0,,40.0,-29.96,-8.14,-8.47,60.12,23.56,108.22,69.6,2.77,1.42,2.67,2.7,28.65,3.21
TLND,204.0,-1.31,,30.0,3.0,-46.0,-346.0,-20.6,,2.45,11.15,111.35,36.74,,41.66,0.72,0.03,20.73,38.59
TLRY,43.0,-0.82,,83.0,-46.0,528.0,-70.25,-19.06,,126.26,30.1,74.08,102.54,2.44,0.72,21.37,2.17,9.89,40.82
TLSA,,,,21.0,,,-830.17,-196.75,,,-91.92,,,,,0.52,,,3.825
TMDI,,-1.36,,17.0,-41.0,3.0,-327.54,-87.77,,,19.24,,,,,1.17,,,2.15
TMDX,13.0,-17.48,,1.0,-26.0,22.0,,-58.64,-7.72,3.21,-11.45,61.17,206.36,0.84,4.38,2.77,,104.91,23.740000000000002
TMSR,,0.24,,18.0,,-1.0,-5.89,-1.26,,,23.36,,,,,0.12,,,3.997
TMUS,43310.0,3.36,,858.0,3899.0,-1986.0,12.22,4.04,3.89,13.09,34.11,15.66,116.03,13.85,1.9,0.81,0.49,,74.139999
TNAV,106.0,-0.92,,44.0,-7.0,65.0,-124.47,-30.73,,4.38,9.69,178.79,56.18,,18.24,1.62,,82.4,5.6
TNDM,184.0,-2.55,,48.0,-8.0,122.0,-240.11,-81.3,-15.16,1.62,63.63,55.57,23.24,4.01,10.0,2.83,,15.9,63.43
TNXP,,-259.85,,,-24.0,23.0,-121.6,-110.62,,,89.91,,,,,9.81,,,13.7
TOCA,18.0,-2.44,,20.0,-34.0,81.0,-75.77,-50.17,-15.09,10.91,56.41,,,,6.95,5.91,0.45,283.21,5.32
TOPS,39.0,-251.4,,,1.0,3.0,-17.68,-7.37,0.08,105.25,48.38,2.97,31.37,44.54,0.28,1.14,0.79,,23.4
TORC,,-1.42,,26.0,-36.0,104.0,-104.09,-45.56,,,94.78,,,,,19.16,,,8.56
TOTA,,-0.2,,1.0,,1.0,-1.23,-1.17,,,95.63,,,,,3.56,,,10.2
TOTAU,,,,,,1.0,-1.23,-1.17,,,95.63,,,,,3.56,,,10.41
TOUR,,,,126.0,,,-19.14,-9.78,,7.32,54.02,42.21,308.6,,13.44,1.74,,24.69,7.18
TOWN,532.0,1.88,0.62,71.0,307.0,,10.07,1.36,,3.92,13.68,,,,2.62,,0.69,,27.280001000000002
TPCO,1031.0,7.05,,35.0,-35.0,60.0,112.45,31.26,,5.16,51.38,57.75,31.67,84.18,8.18,1.29,0.02,,10.76
TPIC,1030.0,0.15,,36.0,-3.0,144.0,2.77,0.9,1.22,5.12,36.53,51.48,69.78,13.9,7.27,1.53,0.5,,24.58
TPTX,,-1.66,,15.0,-24.0,96.0,-68.22,-33.23,,,94.41,,,,,19.08,,,39.84
TRCH,1.0,-0.09,,68.0,-1.0,-1.0,-34.17,-17.37,-9.6,947.46,47.31,172.7,337.83,,0.04,0.69,0.99,,1.18
TREE,765.0,6.85,,14.0,111.0,-28.0,30.13,12.14,4.52,1.95,38.63,34.48,121.96,,25.66,0.89,0.72,3.52,322.540009
TRHC,204.0,-2.48,,19.0,16.0,-12.0,-36.15,-20.69,,5.18,51.3,40.24,41.16,43.1,19.35,0.83,0.32,5.98,54.939999
TRIB,99.0,-1.88,,27.0,9.0,91.0,-46.31,-18.2,-6.38,16.32,33.78,65.5,54.39,1.75,10.33,5.3,1.43,5.71,4.65
TRIL,,-2.35,,14.0,-29.0,25.0,-386.0,-53.88,-986.86,,75.01,,,,,3.56,,,0.383
TRIP,1615.0,0.81,,140.0,405.0,522.0,7.97,5.09,15.42,3.78,67.88,49.16,48.81,,6.26,2.33,0.06,,44.150002
TRMB,3108.0,1.12,,253.0,486.0,33.0,11.22,5.61,,2.17,46.3,54.45,37.55,5.01,16.07,1.03,0.64,14.35,40.009997999999996
TRMD,635.0,-0.48,,73.0,71.0,102.0,-4.25,-2.07,0.07,31.86,49.42,45.18,27.96,11.02,0.45,1.61,0.77,,8.45
TRMK,527.0,2.21,0.92,68.0,239.0,,9.46,1.1,,5.28,11.98,,,,2.96,,0.04,,34.110001000000004
TRMT,2.0,-0.51,,3.0,-2.0,,-2.67,-1.42,,,36.4,,,,,,0.53,,5.04
TRNS,155.0,0.81,,7.0,10.0,19.0,12.5,6.27,,3.79,53.03,54.97,39.0,10.27,9.5,1.92,0.4,,20.73
TRNX,4.0,-2222.3,,,-5.0,-1.0,-288.28,-130.45,-9.55,6.73,62.42,40.83,134.7,2.45,0.56,0.59,0.08,4.61,40.0
TROV,,-8.26,,2.0,-13.0,10.0,-232.12,-145.55,-646.85,1.35,71.15,118.11,455.16,,0.2,4.3,,,2.5
TROW,5373.0,7.27,2.8,247.0,1620.0,1692.0,30.76,24.14,,3.14,79.65,37.58,36.06,,8.18,6.99,,,109.709999
TRPX,,-2.0,,3.0,-5.0,8.0,-143.53,-115.51,,,87.35,,,,,8.07,,,4.43
TRS,877.0,1.8,,46.0,129.0,270.0,14.31,7.81,8.61,2.86,56.38,48.96,47.81,3.85,4.64,2.91,0.47,,30.65
TRST,179.0,0.64,0.27,97.0,68.0,,12.96,1.25,,2.04,9.88,,,,5.12,,,,8.0
TRUE,354.0,-0.28,,102.0,25.0,214.0,-8.59,-7.03,-9.75,4.84,82.32,44.87,263.17,,5.35,6.15,0.07,17.35,5.46
TRUP,304.0,-0.03,,32.0,13.0,55.0,-1.04,-0.59,0.22,19.71,62.25,31.18,3.96,,7.83,1.87,0.1,3.04,30.35
TRVG,,,,351.0,,,-2.52,-1.98,-10.13,2.71,77.91,35.26,2852.94,,6.62,4.35,,,4.32
TRVI,,-2.85,,9.0,-18.0,16.0,,-86.34,-117.79,,84.47,,,,,7.02,,,4.73
TRVN,6.0,-0.42,,74.0,-25.0,45.0,-80.84,-44.13,-12.46,2.95,62.18,,,,1.59,3.55,0.12,276.06,0.967
TSBK,49.0,2.22,0.5,8.0,21.0,,14.19,1.7,,4.48,12.24,,,,2.61,,,,28.120001000000002
TSC,161.0,1.81,,29.0,83.0,,12.6,0.97,,1.1,7.94,,,,32.23,,0.91,,21.040001
TSCAP,161.0,,,,83.0,,12.6,0.97,,1.1,7.94,,,,32.23,,0.91,,26.66
TSCBP,161.0,,,,83.0,,12.6,0.97,,1.1,7.94,,,,32.23,,0.91,,26.6225005
TSCO,7911.0,4.31,1.2,123.0,694.0,856.0,35.72,17.88,,3.52,50.62,,41.93,3.42,7.26,1.91,0.26,,95.349998
TSEM,1387.0,2.9,,106.0,356.0,572.0,34.53,19.52,,13.53,61.67,38.24,37.91,7.36,2.22,2.89,0.22,4.88,22.01
TSG,2029.0,-0.49,,208.0,560.0,29.0,-3.55,-1.23,0.41,5.6,36.85,17.3,106.43,,31.22,1.03,1.3,1.97,17.07
TSLA,21461.0,-5.72,,171.0,2098.0,-1686.0,-21.31,-3.34,-0.52,10.81,17.03,12.45,60.71,6.48,1.07,0.83,2.25,6.8,279.859985
TSRI,65.0,0.25,,2.0,1.0,8.0,6.09,3.48,,0.03,61.71,40.86,4.02,,2686.87,2.59,,,5.55
TTD,477.0,1.92,,46.0,87.0,343.0,27.54,9.21,69.22,5.28,35.3,548.44,1834.41,,18.92,1.48,,17.58,200.800003
TTEC,1509.0,0.77,0.55,46.0,168.0,291.0,10.22,3.36,2.96,2.88,32.97,89.09,16.62,,9.29,2.24,0.81,,39.68
TTEK,2964.0,2.42,0.44,57.0,177.0,432.0,14.44,7.09,11.06,0.33,49.35,51.74,23.9,,59.22,1.7,0.27,,66.040001
TTGT,121.0,0.45,,29.0,24.0,56.0,10.23,7.41,,4.56,75.13,89.71,21.51,,11.73,4.82,0.18,7.31,21.25
TTMI,2847.0,1.38,,134.0,273.0,534.0,15.51,5.56,2.14,5.27,35.49,64.55,66.44,11.83,2.7,1.79,1.19,,11.71
TTNP,6.0,-1.66,,6.0,-8.0,10.0,-242.14,-80.94,,7.04,48.46,55.64,796.15,0.43,8.51,3.85,0.55,126.51,1.12
TTOO,11.0,-1.26,,41.0,-40.0,4.0,-803.85,-85.85,-6.66,5.65,17.71,39.16,16.49,7.66,1.21,1.08,0.04,137.99,2.45
TTPH,19.0,-27.48,,3.0,-60.0,102.0,-68.69,-53.06,-114.64,26.21,64.81,66.87,6816.54,0.3,15.02,7.78,0.35,290.3,9.6
TTWO,1793.0,1.54,,113.0,394.0,682.0,13.91,5.03,,4.88,39.84,47.56,13.6,57.06,21.12,1.4,0.01,10.95,109.66999799999999
TUES,1006.0,-0.5,,44.0,27.0,121.0,-11.57,-5.97,-9.71,3.06,47.91,,42.85,2.92,8.4,1.92,0.21,,2.45
TURN,4.0,0.04,,31.0,4.0,,1.22,1.18,,0.04,97.6,,,,,,,,1.96
TUSK,1690.0,5.24,0.25,45.0,387.0,216.0,37.4,24.32,,11.36,70.27,62.76,35.06,55.93,4.29,1.92,,,6.88
TVTY,606.0,2.29,,43.0,109.0,-3.0,30.83,17.67,15.31,1.49,76.54,36.8,23.58,,44.91,0.96,0.08,,18.299999
TW,687.0,0.72,,222.0,277.0,,5.86,5.15,,6.13,91.29,,,,21.08,,,,43.810001
TWIN,241.0,0.82,,11.0,7.0,97.0,7.17,4.28,52.13,2.63,61.09,58.23,57.62,2.14,4.96,2.55,0.03,,18.120001000000002
TWMC,443.0,-23.6,,2.0,,93.0,-23.9,-15.31,-128.07,1.9,63.82,4.76,57.43,2.54,15.1,2.53,,,19.6
TWNK,850.0,0.61,,103.0,144.0,158.0,5.4,2.1,,5.69,45.1,44.36,36.08,15.99,4.31,2.12,0.81,,13.4
TWOU,412.0,-0.69,,56.0,-3.0,453.0,-7.01,-5.95,-398.97,18.74,87.32,20.75,101.39,,8.13,7.62,0.03,15.5,37.639998999999996
TWST,25.0,-2.68,,27.0,-66.0,77.0,,-70.72,-53.07,14.5,-173.95,55.09,58.85,8.2,1.87,5.16,,80.02,23.769999499999997
TXG,146.0,-1.36,,83.0,-76.0,74.0,,-112.53,-45.66,4.59,-176.97,51.68,90.64,4.28,16.21,3.28,,75.11,61.4449995
TXMD,16.0,-0.59,,225.0,-107.0,146.0,-116.62,-74.67,-27.35,132.44,46.01,174.49,1789.33,1.15,35.39,4.55,0.75,169.57,3.06
TXN,15784.0,5.59,2.63,990.0,7189.0,5623.0,57.29,31.84,54.48,7.17,52.48,28.73,31.28,2.64,5.4,3.27,0.48,9.88,117.83000200000001
TXRH,2457.0,2.2,1.0,72.0,353.0,-40.0,17.73,11.3,,6.35,65.03,12.53,10.85,114.59,2.63,0.9,,,56.32
TYHT,44.0,0.36,,21.0,10.0,47.0,11.33,10.02,,4.02,87.54,124.55,15.22,12.36,3.55,5.89,,,0.77
TYME,,-0.21,,91.0,-12.0,26.0,-112.03,-90.9,,,85.34,,,,,6.82,,,2.69
TZAC,,,,,,,,,,,,,,,,,,,9.85
TZACU,,,,,,,,,,,,,,,,,,,10.07
TZOO,111.0,0.37,,13.0,5.0,6.0,34.35,10.46,,0.68,32.38,40.03,539.02,,25.56,1.24,,8.08,12.3
UAL,41303.0,7.67,,276.0,6181.0,-6018.0,22.65,4.89,5.03,10.11,22.31,11.87,27.58,31.6,1.51,0.54,1.34,,87.809998
UBCP,22.0,0.82,0.52,5.0,6.0,,9.06,0.81,,3.61,8.54,,,,1.83,,0.08,,11.3
UBFO,39.0,0.83,0.39,17.0,11.0,,13.31,1.61,,2.64,11.71,,,,3.88,,0.09,,10.5
UBOH,36.0,2.51,0.48,3.0,5.0,,10.49,1.02,,1.46,9.75,,,,1.88,,0.97,,22.4
UBSI,713.0,2.45,1.36,104.0,293.0,,7.9,1.34,,0.81,16.89,,,,7.12,,0.51,,37.59
UBX,,-2.7,,28.0,-57.0,156.0,-60.75,-53.92,,,88.6,,,,,10.43,,,8.11
UCBI,532.0,2.07,0.58,80.0,270.0,,11.95,1.35,,3.31,11.59,,,,2.56,,0.18,,28.08
UCTT,1097.0,0.94,,38.0,42.0,324.0,9.94,4.79,,2.38,45.89,32.82,54.02,4.35,12.46,3.32,0.76,1.21,12.75
UEIC,680.0,0.85,,14.0,13.0,101.0,4.62,2.05,,3.33,47.33,73.13,76.75,3.51,6.58,1.36,,3.5,41.02
UEPS,613.0,1.13,,56.0,133.0,144.0,5.38,2.93,8.59,1.57,66.78,30.72,30.08,29.13,18.44,1.51,0.01,,4.69
UFCS,1078.0,1.08,1.21,26.0,110.0,,2.97,0.79,,3.07,31.54,,,,12.97,,,,46.939999
UFPI,4489.0,2.4,0.36,60.0,117.0,685.0,14.29,9.33,23.25,2.14,65.76,27.29,12.97,7.67,13.13,3.21,0.19,,38.060001
UFPT,190.0,1.93,,7.0,21.0,35.0,10.83,8.73,14.94,2.85,74.08,47.62,14.14,8.76,3.42,2.69,0.16,,38.599998
UG,14.0,0.95,1.05,5.0,5.0,10.0,39.0,34.27,,0.54,87.09,47.42,17.42,4.02,15.55,8.55,,2.9,19.15
UHAL,3601.0,40.36,,20.0,936.0,-179.0,26.23,7.85,6.19,37.87,31.72,18.83,143.29,14.21,0.56,0.9,1.03,,356.149994
UIHC,724.0,0.01,0.24,43.0,10.0,,0.05,0.01,0.57,0.56,22.61,,,,42.06,,0.31,,13.99
ULBI,87.0,1.53,,16.0,11.0,52.0,27.12,22.95,105.97,4.8,87.05,64.2,55.41,2.51,9.52,4.5,,5.17,8.57
ULH,1462.0,1.84,0.39,28.0,95.0,54.0,27.6,7.18,5.73,4.56,24.82,48.32,25.18,211.45,5.12,1.24,1.67,,19.940001000000002
ULTA,6717.0,10.94,,60.0,956.0,1091.0,36.64,21.59,,4.76,57.04,6.41,30.92,3.73,5.56,2.32,,,291.920013
UMBF,948.0,3.93,1.17,50.0,297.0,,8.87,0.87,,6.11,9.54,,,,3.39,,0.04,,65.260002
UMPQ,1217.0,1.43,0.82,221.0,505.0,,7.84,1.2,,0.74,15.06,,,,4.9,,0.28,,16.5
UMRX,10.0,-1.39,,25.0,-32.0,56.0,-606.74,-51.17,,5.64,70.1,46.83,,,2.65,3.25,,393.31,2.62
UNAM,34.0,-0.6,,5.0,-2.0,,-5.47,-2.48,,0.29,44.51,,,,3.43,,,,6.29
UNB,38.0,1.58,1.2,4.0,17.0,,11.49,0.91,,8.06,8.01,,,,2.51,,,,36.259997999999996
